,order_id,tip
308285,207567,
308291,606561,
308391,26751,
308407,3354847,
308411,2542483,
308431,1752507,
308530,1181636,
308578,2803219,
308615,1046539,
308677,439580,
308709,3419531,
308714,917469,
308724,1966191,
308761,3349156,
308772,2561473,
308776,494554,
308829,440245,
308859,1111621,
308903,723129,
308914,595723,
308924,3312789,
308928,1994396,
308944,1134924,
309123,362794,
309223,2288639,
309289,1564819,
309320,2244685,
309409,2614927,
309413,2842335,
309448,1841049,
309452,394002,
309474,3290139,
309575,2548990,
309584,3175619,
309691,1557441,
309710,1896178,
309724,1764047,
309824,1586505,
309828,1784241,
309943,2456117,
310065,1986780,
310070,2001497,
310096,2155839,
310106,2080334,
310214,1859312,
310220,2586799,
310266,3345919,
310277,2974596,
310281,166201,
310438,751897,
310538,2770911,
310602,58644,
310618,3113936,
310641,3130919,
310732,925987,
310778,1909496,
310822,538471,
310840,1527298,
310870,2758889,
310893,1750678,
310958,2958657,
311012,2384889,
311041,1247695,
311071,2894790,
311107,2801493,
311130,367568,
311280,216258,
311290,601990,
311416,229598,
311420,433758,
311428,569261,
311467,1737591,
311475,2317846,
311552,1244733,
311592,1177153,
311597,777724,
311637,647235,
311691,534521,
311695,2324353,
311713,78215,
311769,1122644,
311790,2719275,
311849,1615200,
311872,2664657,
311881,2345967,
311952,3372029,
311962,141130,
311991,796119,
312076,2127571,
312089,1481005,
312174,477399,
312179,1140188,
312213,1998141,
312221,5466,
312251,2643232,
312299,491960,
312391,3281995,
312418,2063095,
312423,998989,
312436,2482645,
312443,2672935,
312496,2585010,
312555,3046081,
312608,2120775,
312627,1514841,
312653,1961089,
312700,488518,
312734,2068024,
312793,2395314,
312841,261858,
312857,430744,
312895,1140105,
312945,219613,
313026,1745345,
313040,317825,
313071,1362608,
313112,479963,
313119,1650594,
313141,593678,
313146,1548491,
313169,810729,
313173,1565666,
313217,305832,
313297,2578125,
313357,266140,
313373,147417,
313388,3005410,
313408,2598712,
313413,1767420,
313453,1096880,
313466,1269962,
313478,3208580,
313535,266193,
313580,390534,
313599,1825719,
313702,3147661,
313862,2791534,
313867,3388671,
313875,2938607,
313886,1928808,
313932,39521,
313943,1809864,
313948,2372428,
313959,74091,
313979,1601676,
314003,326060,
314183,1213019,
314226,2079239,
314246,2779005,
314280,756624,
314383,3351696,
314425,1182759,
314460,2939483,
314556,1153500,
314579,2064682,
314584,1486782,
314594,2224656,
314614,1049431,
314643,1437636,
314683,2324440,
314836,2589804,
314849,1676905,
314898,1147799,
314905,698691,
314938,1059839,
314946,2367253,
315038,743085,
315063,1084745,
315138,1852408,
315145,326273,
315237,1785257,
315247,233131,
315303,3214799,
315402,602331,
315417,722719,
315432,1872407,
315444,1124177,
315486,540872,
315547,548423,
315551,2418266,
315565,2287676,
315682,18079,
315693,3123490,
315771,747747,
315897,1550246,
315960,1197422,
316100,1448097,
316107,1546512,
316117,1626569,
316139,377978,
316143,1127630,
316155,3237114,
316170,1387065,
316252,2463378,
316261,1542879,
316349,43936,
316406,898415,
316420,3268094,
316446,2491354,
316486,3151307,
316490,3035744,
316500,2896634,
316609,759965,
316675,2157227,
316691,3140450,
316734,1076390,
316743,1271848,
316752,1508742,
316772,2790870,
316800,186555,
316851,3095476,
316867,837897,
316902,2370872,
317047,3066248,
317130,2067984,
317134,1733504,
317139,2153956,
317143,2525986,
317161,3273160,
317172,1665265,
317178,2555275,
317210,2691235,
317228,219699,
317242,1301350,
317246,2098162,
317273,2477272,
317373,159597,
317401,2972070,
317406,368926,
317501,2063126,
317516,46264,
317632,2194125,
317637,2763811,
317791,410501,
317831,2349032,
317836,1134489,
317858,2693380,
317985,3093548,
318051,248131,
318072,526463,
318079,2232973,
318097,1148593,
318127,2031618,
318227,1738816,
318280,1555856,
318328,893900,
318374,1293338,
318388,3236847,
318419,19583,
318485,2132347,
318517,711130,
318549,2538508,
318561,2301318,
318601,2658427,
318616,109027,
318629,2547845,
318633,2699162,
318650,3019106,
318678,884525,
318698,1522726,
318776,2712054,
318828,3256506,
318874,2510618,
319060,950077,
319090,2090952,
319095,142196,
319153,709273,
319228,3003824,
319237,3051336,
319244,3250347,
319251,2857518,
319301,1124393,
319314,2178957,
319370,867633,
319476,1128012,
319505,2617658,
319556,3375688,
319597,1871586,
319653,19739,
319680,73997,
319766,1740190,
319816,301942,
319857,197325,
319864,665124,
319868,1638584,
319895,2021024,
319910,2913728,
320010,2698994,
320057,2840989,
320218,736143,
320228,2051615,
320236,2008186,
320321,1602744,
320412,2053998,
320576,3303427,
320583,471237,
320619,3314438,
320630,389315,
320677,3167542,
320744,961536,
320771,2019889,
320778,3184785,
320827,1934460,
320831,1717054,
320887,323457,
320892,3062259,
320910,1277905,
320914,719283,
320976,195494,
320988,845271,
321040,1026884,
321044,2330323,
321087,1686585,
321091,1811076,
321096,1425686,
321120,1220330,
321124,1423976,
321167,2149742,
321179,849749,
321245,1602530,
321288,2211347,
321306,3330980,
321382,1266093,
321458,46266,
321495,2154329,
321645,2364318,
321676,3208529,
321732,194187,
321753,1011405,
321808,514198,
321826,524053,
321846,3348267,
321851,337209,
321890,2237919,
322013,2069676,
322034,3375458,
322060,2495759,
322137,2958889,
322173,475302,
322221,1080961,
322231,2095605,
322240,2126546,
322269,904533,
322344,1783368,
322354,119471,
322381,1955389,
322412,2068365,
322446,3309409,
322498,1662276,
322511,1903418,
322526,1873663,
322530,2998363,
322561,3031348,
322574,12525,
322582,3144080,
322589,820904,
322625,1918603,
322641,2714338,
322702,2700151,
322706,3403592,
322713,912632,
322749,1697937,
322762,2109587,
322773,1772901,
322779,831189,
322806,2985348,
322811,1333414,
322884,2765508,
322945,2251189,
322974,1241981,
323031,1682682,
323044,458933,
323073,282141,
323196,1511146,
323205,1386523,
323261,2860880,
323266,1272407,
323270,470375,
323345,1816466,
323354,2286901,
323358,2133651,
323362,2903600,
323413,2107927,
323528,1449162,
323577,2077083,
323597,688887,
323607,2979930,
323747,1047497,
323751,1752053,
323767,3074635,
323983,2218051,
324083,949109,
324263,2804801,
324304,1621531,
324354,2161377,
324374,177899,
324439,2949561,
324448,1478544,
324454,2806139,
324463,1445581,
324539,2228550,
324564,225618,
324585,3246838,
324589,1534317,
324596,2585751,
324645,541128,
324755,1125591,
324763,1356055,
324772,2706761,
324903,120566,
324926,1251735,
324932,1272644,
325013,2057066,
325018,1620774,
325056,1368892,
325067,3168652,
325073,3181741,
325077,1360361,
325111,146569,
325173,1411166,
325224,580376,
325239,1839656,
325295,669107,
325313,2922884,
325318,485051,
325323,2248966,
325348,1109503,
325381,1466949,
325433,2401081,
325473,1731655,
325480,3248080,
325484,1641693,
325523,3125920,
325534,314699,
325544,2807839,
325566,3118986,
325655,337162,
325699,2100136,
325744,266951,
325775,2727237,
325790,1024987,
325837,2879035,
325882,837687,
325917,2890490,
325953,77002,
326039,113632,
326048,1016854,
326053,3347086,
326158,417000,
326226,580240,
326230,2833436,
326239,1907786,
326432,3350599,
326496,29361,
326527,2700693,
326617,397516,
326630,1531766,
326636,1310444,
326640,900414,
326645,73255,
326678,1726821,
326795,2704876,
326800,1782253,
326805,2033836,
326814,2431349,
326827,3046588,
326834,1472021,
326840,2175873,
326857,2487134,
326867,33983,
326880,2545058,
326886,455490,
326960,1241744,
327001,1219181,
327044,1869512,
327061,3143788,
327088,2680390,
327193,1846730,
327242,2310564,
327318,143380,
327413,2436925,
327466,1781007,
327471,1449863,
327478,2650479,
327490,2301161,
327523,1826160,
327548,1512910,
327652,2515120,
327656,2296437,
327664,2216945,
327732,1885585,
327741,3132863,
327750,794810,
327768,3367663,
327773,2622199,
327777,711681,
327827,998846,
327839,2534006,
327858,276478,
327883,2344924,
327928,2609007,
327960,1214549,
328054,2959271,
328060,2067846,
328072,2463831,
328120,2512770,
328164,171333,
328219,921317,
328298,1255194,
328347,1225845,
328364,1891480,
328433,26297,
328556,3002845,
328574,1092536,
328602,2624403,
328773,1494987,
328780,497936,
328880,2985846,
328908,3245489,
328930,3119087,
328935,1225257,
329007,1707772,
329011,1187739,
329084,1822652,
329126,477915,
329158,1416426,
329227,1288969,
329273,3266362,
329333,1151672,
329342,2760854,
329350,2118147,
329366,2049682,
329473,3384350,
329547,1281647,
329589,2893444,
329593,2915425,
329603,432167,
329655,3141407,
329659,1086302,
329868,1275847,
329973,2621480,
329984,428590,
330030,1803574,
330084,2555055,
330108,3361493,
330112,3298747,
330247,845216,
330258,1218748,
330341,214662,
330412,3049237,
330464,2954782,
330468,2754730,
330472,2728393,
330477,3115369,
330603,2668559,
330610,144931,
330660,1231190,
330678,819122,
330784,340472,
330795,2851639,
330801,2960700,
330841,2751386,
330846,2312972,
330850,1787027,
330894,1305796,
330941,2755292,
330945,3286426,
331071,3214387,
331098,117474,
331272,3280233,
331351,1380914,
331380,2244363,
331417,1484641,
331464,2237989,
331500,1007410,
331534,3242008,
331552,1818206,
331650,870023,
331729,1032117,
331748,2673621,
331755,1767313,
331760,1191550,
331827,1886787,
331877,1910294,
331937,3063059,
331947,2842007,
331967,2973093,
332023,94892,
332050,918317,
332074,1754530,
332078,1204473,
332082,3255626,
332150,3064129,
332176,2577625,
332181,2530833,
332186,2606226,
332221,2238136,
332225,1525844,
332333,930253,
332417,2290821,
332425,106652,
332444,803403,
332465,2692759,
332528,2156336,
332601,1247353,
332606,592643,
332663,1647518,
332677,1874572,
332702,2994121,
332749,41351,
332762,816327,
332766,1350595,
332785,2472045,
332804,507705,
332871,633045,
332904,2489463,
333011,95450,
333016,2960645,
333061,352373,
333094,756236,
333136,2257966,
333207,2769922,
333215,2649039,
333247,186908,
333277,2755493,
333285,3112360,
333338,3418238,
333347,860033,
333355,2646899,
333382,1690879,
333434,2819827,
333448,1602913,
333497,677843,
333501,1758262,
333506,2529917,
333552,1924402,
333619,2769672,
333653,800773,
333693,2939563,
333708,1238700,
333721,369866,
333726,1654271,
333734,1204583,
333741,1710621,
333795,73354,
333799,82645,
333814,3144851,
333864,293204,
333869,2373199,
334042,1129765,
334047,383537,
334162,1789169,
334189,2064956,
334195,1938561,
334204,2452520,
334224,1653810,
334294,1189125,
334336,1985209,
334341,409778,
334415,1239311,
334431,1640091,
334515,2746781,
334531,65472,
334653,2617452,
334666,2835954,
334738,1930034,
334786,2918191,
334792,2123382,
334821,3169462,
334827,2296386,
334882,2447463,
335010,1557502,
335014,415253,
335019,982886,
335050,2781054,
335136,3208549,
335175,2315587,
335194,2619740,
335209,81772,
335213,629738,
335236,83265,
335330,2413054,
335338,1395793,
335380,194890,
335412,1869646,
335429,1240674,
335454,2208283,
335515,1718248,
335525,1941533,
335557,2809089,
335567,304371,
335578,3048290,
335583,2723361,
335593,466588,
335597,2288691,
335709,1383132,
335775,2480834,
335886,2274175,
335938,1454858,
336000,1198078,
336042,1570956,
336060,1924559,
336301,2478021,
336323,1365737,
336333,2174983,
336343,2797593,
336362,926904,
336366,325474,
336370,1914350,
336380,247239,
336389,93187,
336394,983843,
336465,2984483,
336473,2906787,
336540,1600381,
336592,1507708,
336597,2163406,
336606,214073,
336621,1647297,
336720,3381467,
336728,3353795,
336735,3013466,
336797,2111989,
336805,1867949,
336826,1187258,
336881,1813321,
336894,191611,
336977,2690126,
336991,1044622,
337022,2690520,
337115,2558030,
337157,1680609,
337191,2474552,
337275,1618371,
337285,1381743,
337346,1857848,
337350,267497,
337361,1107778,
337367,639272,
337371,2027127,
337402,1042049,
337468,664745,
337473,688935,
337522,989049,
337622,404050,
337674,798889,
337690,189264,
337790,2533828,
337827,1960058,
337858,2078962,
337909,1557462,
337916,2406278,
337923,1933539,
337943,1739810,
338038,3396499,
338152,2909705,
338157,2253270,
338167,3178160,
338178,1426782,
338192,2305942,
338240,1058279,
338257,826031,
338301,1658548,
338337,2951949,
338428,3184446,
338432,64860,
338549,2356705,
338594,1841972,
338623,2698835,
338678,522713,
338685,1179501,
338723,965986,
338824,1030132,
338834,3124667,
338881,1001,
338912,3130260,
339051,2712374,
339064,1986677,
339101,947765,
339167,2237512,
339186,1782171,
339192,2336124,
339215,2152485,
339220,3100420,
339224,3226383,
339228,459197,
339286,961980,
339336,2338785,
339375,2806084,
339389,295534,
339416,1932948,
339462,110463,
339469,1396652,
339484,39465,
339488,1643279,
339581,958803,
339598,1645534,
339607,3220346,
339619,33164,
339627,1571596,
339631,543551,
339751,1839456,
339829,781347,
339843,2111494,
339847,2864765,
339940,901906,
339960,2225921,
340053,3291644,
340063,3305541,
340157,1160681,
340227,14043,
340251,997080,
340282,991937,
340374,111582,
340383,926010,
340430,172813,
340435,3260599,
340535,1107686,
340546,24664,
340674,1283531,
340696,2008775,
340708,899739,
340769,2228149,
340830,1757774,
340834,666164,
340846,1281067,
340861,1646519,
340869,2207061,
340914,1085520,
340921,3419273,
340980,3197976,
341012,2879316,
341022,3192660,
341027,1863442,
341032,2424747,
341050,580512,
341055,1851319,
341087,789128,
341179,867603,
341190,1660200,
341201,2319571,
341208,687866,
341217,2701007,
341226,1516469,
341232,1300040,
341325,1186467,
341330,2761552,
341361,2396868,
341372,3083026,
341376,1523599,
341381,812395,
341390,64475,
341421,2286476,
341429,1910061,
341439,245913,
341473,3007514,
341573,1668773,
341579,1974609,
341651,744852,
341740,2989472,
341760,1716294,
341820,1753765,
341827,3031288,
342047,2825822,
342108,204143,
342123,605408,
342138,595124,
342147,3240393,
342151,2739961,
342158,1669995,
342164,826950,
342171,401524,
342215,3103528,
342221,627001,
342252,1442925,
342259,1234744,
342268,654083,
342279,660589,
342283,827064,
342387,3282733,
342451,2481129,
342511,2198748,
342516,146295,
342536,2994353,
342558,2902299,
342565,3263934,
342569,2647450,
342627,240320,
342672,1566829,
342740,2957391,
342747,2966832,
342793,2538307,
342798,2918326,
342861,2641973,
342877,3202482,
342939,559767,
342948,2835212,
343022,1895749,
343081,776289,
343137,395754,
343202,1104509,
343312,2917884,
343383,2117405,
343443,1376427,
343459,1684199,
343468,604263,
343483,1163553,
343487,169274,
343491,2804071,
343514,713325,
343521,1324350,
343525,3359889,
343546,612198,
343572,2417965,
343646,725476,
343662,593425,
343706,2339687,
343743,1176843,
343747,1346981,
343754,1662723,
343787,1077395,
343822,1821898,
343829,723786,
343857,3417243,
344011,3120348,
344059,2364983,
344063,1858361,
344236,587609,
344251,2101231,
344255,2417355,
344263,3034152,
344280,2592801,
344298,2768234,
344335,2011817,
344344,1414297,
344465,3380837,
344472,2169126,
344480,3264629,
344493,2677768,
344510,3187588,
344519,2270421,
344723,764678,
344737,2087228,
344755,255144,
344831,608487,
344840,865698,
344846,2185813,
344932,2356945,
345021,1022258,
345031,2259544,
345041,1414678,
345147,64515,
345153,3043163,
345165,1054333,
345178,242019,
345184,832861,
345206,141549,
345245,1298114,
345251,1585673,
345297,450598,
345308,1728199,
345351,2678062,
345373,1861115,
345383,6552,
345390,2860798,
345394,1574715,
345451,3261023,
345602,1416026,
345613,1479810,
345639,249802,
345710,3399484,
345715,302964,
345753,933880,
345768,747019,
345789,1711757,
345833,1962169,
345842,1994483,
345847,3120615,
345916,873499,
345921,2266140,
345925,2645828,
345933,2271930,
345938,3205425,
346020,1402163,
346152,1085353,
346168,2392110,
346228,3382100,
346271,45783,
346283,2154584,
346342,1495059,
346370,3123210,
346378,2253473,
346401,195274,
346416,263971,
346475,2349077,
346493,1738931,
346593,2365183,
346631,1532964,
346639,1585864,
346689,314750,
346698,2801974,
346756,2242146,
346791,1174218,
346798,2766330,
346802,3023203,
346810,2365845,
346869,2622343,
346876,823993,
346883,716916,
346926,2541695,
346933,2380268,
346940,348373,
346960,505081,
347056,2926689,
347063,2173773,
347086,1371322,
347147,918320,
347152,3304348,
347158,402032,
347164,483412,
347344,1581895,
347491,2600206,
347503,3098420,
347509,2622772,
347515,2567665,
347533,1913558,
347550,2792783,
347625,2641949,
347752,166136,
347821,2325877,
347835,2955227,
347902,2887738,
348006,3317526,
348011,1407139,
348145,1824964,
348156,3215511,
348213,2366843,
348266,30647,
348274,1423921,
348278,3251617,
348328,2933526,
348387,2457836,
348437,952497,
348452,29039,
348459,1187982,
348470,2023316,
348535,2077489,
348543,872711,
348597,2072771,
348601,3190817,
348670,3093783,
348703,1203204,
348721,101363,
348829,449976,
348929,3117692,
348934,50503,
349033,680480,
349038,826777,
349046,2331198,
349051,1758981,
349060,2658618,
349064,635197,
349068,2169162,
349110,2035286,
349116,2952736,
349169,1811228,
349225,1161731,
349246,3150053,
349312,949790,
349342,1207901,
349388,3073827,
349392,154197,
349419,1959141,
349474,1005153,
349505,2911100,
349605,2656572,
349613,3348294,
349630,963051,
349637,1622990,
349672,2805955,
349677,1952619,
349761,674964,
349789,872113,
349801,2838421,
349864,1351574,
349874,2935512,
349879,13998,
349883,2421124,
349902,2280206,
349929,380619,
349951,2615733,
349969,2591580,
349979,2737435,
349986,1605356,
350026,404061,
350030,2542009,
350038,1811167,
350058,891771,
350070,984136,
350077,1397183,
350095,1759687,
350172,3413597,
350178,1960660,
350255,933752,
350272,1233321,
350299,1516771,
350303,1758344,
350340,576638,
350410,942279,
350415,28453,
350497,547283,
350523,2413761,
350529,3191399,
350597,1176227,
350604,2118360,
350644,1437607,
350648,777496,
350665,653379,
350864,390639,
350895,1140310,
350905,2023486,
350930,1488361,
350960,1907459,
351018,1308194,
351118,3204119,
351214,2407184,
351218,1845452,
351238,1113776,
351268,3315405,
351379,3103120,
351385,1993733,
351389,891531,
351534,2702882,
351552,2250646,
351577,2869997,
351711,240088,
351718,1495832,
351734,2057084,
351740,2460788,
351822,611621,
351827,381936,
351831,2393153,
351843,2192991,
351853,1394887,
351882,2156818,
351933,1667567,
351953,1021685,
351962,120468,
352016,264783,
352020,2956308,
352086,1979984,
352207,170014,
352211,1743114,
352266,2592173,
352275,2156559,
352287,102040,
352303,678530,
352307,1472958,
352360,1901543,
352374,2994995,
352383,2025348,
352421,559572,
352460,1509845,
352472,1671686,
352499,2527457,
352504,15367,
352512,2880554,
352517,2388468,
352538,3180956,
352560,3008058,
352617,3358664,
352625,2610279,
352638,3074640,
352653,44613,
352661,642159,
352679,2613835,
352808,451659,
352845,3154734,
352898,877422,
353107,731228,
353129,1856134,
353157,2711726,
353164,2385888,
353234,2558167,
353253,888028,
353302,207824,
353314,746647,
353367,955113,
353376,3284118,
353381,399262,
353440,559174,
353527,2888049,
353550,941884,
353577,2087860,
353592,524430,
353617,2758888,
353702,2541138,
353717,2817997,
353760,460216,
353774,221666,
353790,1627358,
353804,2674678,
353913,184501,
354047,1202295,
354117,289729,
354161,951198,
354168,1443372,
354182,2708561,
354199,1530946,
354204,357628,
354251,1008044,
354258,597708,
354286,3216617,
354337,2422993,
354372,2393615,
354407,2227173,
354445,1748699,
354466,1189096,
354474,650501,
354532,1029271,
354595,2837194,
354686,1609904,
354696,1942314,
354705,3314955,
354762,511441,
354769,16243,
354811,265807,
354818,2643219,
354873,213804,
354884,2890877,
354972,3097104,
355044,2405644,
355054,1465641,
355105,2459410,
355154,2518886,
355162,404640,
355170,2624171,
355216,2248794,
355229,2192789,
355330,2913320,
355336,3131830,
355400,79478,
355510,2868900,
355518,2569374,
355582,3408493,
355586,2610879,
355590,1074673,
355715,352825,
355719,1031825,
355766,131931,
355794,3009095,
355801,245228,
355862,1564644,
355894,2651468,
355902,1299837,
356021,1146894,
356098,875597,
356122,2696107,
356144,1710768,
356151,872022,
356155,1143852,
356182,2970003,
356188,1884561,
356288,1896372,
356392,967906,
356414,147013,
356489,2690412,
356510,1994181,
356682,1889946,
356704,2796689,
356713,223649,
356833,462366,
356861,132213,
356888,2405013,
356961,1657083,
357001,3132227,
357080,102542,
357091,2216173,
357192,1883268,
357207,172278,
357259,1778613,
357314,3142002,
357377,3400506,
357417,952749,
357421,1117642,
357458,3050460,
357469,2325740,
357500,808343,
357523,2960173,
357571,2290545,
357601,1985663,
357610,2152617,
357629,1220750,
357687,2346325,
357691,1778130,
357724,144158,
357824,298148,
357872,2991758,
357883,3389136,
357996,2946214,
358002,1238880,
358043,2726663,
358047,255177,
358074,983757,
358174,2695237,
358201,1719946,
358322,3153474,
358422,1634825,
358441,1319517,
358569,611275,
358602,2688956,
358630,2001994,
358690,1074779,
358704,1357388,
358746,3146242,
358756,1582618,
358765,3401187,
358770,16969,
358794,274306,
358814,476879,
358906,939435,
358910,1100868,
358914,1992426,
358955,1576680,
358961,1942968,
359002,707424,
359092,145371,
359105,601132,
359125,2457583,
359183,34202,
359241,2364861,
359285,2809547,
359295,2242116,
359330,3058927,
359336,1850209,
359350,3051901,
359355,1095671,
359382,2458630,
359403,904566,
359426,2648532,
359514,3329884,
359608,1501971,
359654,1539842,
359659,666735,
359683,1116195,
359765,490981,
359924,358372,
359951,1306019,
359961,605562,
359974,69918,
360016,3075992,
360020,1700183,
360120,1065860,
360146,2077052,
360172,2440995,
360218,2458422,
360232,1206784,
360238,196857,
360242,2606123,
360295,2340961,
360370,973039,
360402,3312681,
360467,1845101,
360471,2734954,
360479,729656,
360522,2897659,
360528,2839917,
360578,2834960,
360583,3152428,
360598,1490138,
360604,2804329,
360667,3181439,
360671,1576313,
360701,3134063,
360783,83646,
360950,511950,
360981,794608,
361018,1956056,
361035,80065,
361084,666399,
361131,2461845,
361153,3121043,
361159,2795056,
361208,1623888,
361238,1869697,
361266,2257184,
361314,1215819,
361320,2854139,
361325,535076,
361383,2850115,
361391,3307611,
361460,107126,
361545,2590020,
361558,1101631,
361571,540276,
361613,803603,
361672,393605,
361758,192424,
361857,239602,
361895,1249228,
361900,509466,
361905,3133717,
361955,2912829,
361966,2965739,
361996,1211094,
362114,1620197,
362268,373098,
362344,2494144,
362362,1537288,
362370,1244477,
362412,3369734,
362470,992475,
362483,1461951,
362494,1099525,
362587,1469080,
362738,970633,
362743,104160,
362760,592876,
362768,759263,
362800,2115285,
362805,611592,
362822,2947763,
362837,3109619,
362955,1590156,
363029,1057103,
363048,1433262,
363054,624385,
363058,2496734,
363062,581669,
363150,650212,
363160,2753105,
363171,24994,
363241,496780,
363305,2479344,
363347,458917,
363407,1368453,
363417,1886117,
363422,174799,
363533,2129041,
363538,751609,
363547,537988,
363608,46158,
363613,3253677,
363620,194145,
363674,504494,
363720,1761601,
363796,421197,
363805,2053461,
363810,48446,
363910,1897178,
363937,1786627,
363967,2819690,
363987,2730128,
364022,178656,
364026,2409339,
364031,80721,
364055,1018714,
364089,2867277,
364124,1002640,
364161,1953431,
364168,3019071,
364173,2411301,
364198,2515529,
364208,2022572,
364243,1733238,
364255,2446853,
364262,677668,
364314,1599392,
364386,2974558,
364402,373108,
364449,3231102,
364453,2664686,
364458,2860943,
364463,575186,
364480,250577,
364489,2650087,
364494,1600277,
364545,365430,
364648,211116,
364662,1019849,
364671,2825855,
364676,2812290,
364712,1598511,
364720,75937,
364727,2281319,
364776,1900214,
364848,2829409,
364892,2589396,
364912,3365025,
364916,1241792,
364963,1470908,
364969,1646545,
364994,2434772,
364998,2123650,
365003,2669446,
365020,615020,
365032,1807767,
365055,1555147,
365100,64492,
365106,899991,
365347,2680541,
365382,1111372,
365390,2780082,
365411,3252486,
365415,2142894,
365430,2728955,
365450,3172908,
365507,3338907,
365529,1540481,
365562,129284,
365595,1125091,
365666,1215986,
365733,1118043,
365833,3013183,
365869,2620231,
365950,3149618,
365964,1503085,
366064,2867838,
366155,1490458,
366221,2515251,
366227,2890225,
366264,885092,
366354,34201,
366456,2777556,
366494,1838306,
366521,3114243,
366589,1444329,
366635,630936,
366698,2669449,
366704,2918800,
366747,1385745,
366752,165497,
366761,25219,
366784,2527924,
366796,548422,
366801,392126,
366851,2926114,
366884,3159757,
366947,2713014,
366988,1619271,
367032,74625,
367036,3266495,
367149,1994721,
367199,1555075,
367286,3074142,
367316,1112063,
367355,1951499,
367378,926729,
367412,256210,
367474,1465949,
367598,104778,
367616,399146,
367625,1195495,
367634,3375775,
367727,2848100,
367739,76208,
367801,2136584,
367825,816410,
367829,1809078,
367893,2467395,
367912,3054274,
367958,1097363,
368030,1336912,
368052,2727550,
368062,2157211,
368067,1396716,
368093,2452433,
368161,377409,
368179,1391938,
368185,1549332,
368189,2375902,
368261,3191041,
368267,1234539,
368419,2339134,
368484,3006594,
368496,3067929,
368506,69942,
368644,2187420,
368655,996695,
368662,98909,
368680,1987934,
368699,3216255,
368705,2888001,
368711,3391279,
368722,1127390,
368727,2021881,
368767,1998317,
368805,2038547,
368892,2544543,
368896,2444046,
368906,31557,
368922,1037893,
368945,2147244,
368955,664653,
368969,2196813,
368976,490448,
368980,3084347,
369094,283739,
369108,2318816,
369116,2832847,
369166,2569197,
369170,346408,
369278,3154647,
369295,1935527,
369320,1876082,
369400,315956,
369406,3383128,
369454,521853,
369463,940992,
369575,1272957,
369584,637450,
369645,856713,
369676,1659101,
369685,69731,
369689,1338241,
369736,56108,
369802,2350410,
369808,2307540,
369834,1725588,
369840,2908603,
369857,172568,
369861,1244097,
369883,1171690,
369921,1140822,
369925,1673676,
369961,1999589,
369967,443324,
369975,1937235,
370018,2460960,
370098,1955269,
370127,2781889,
370208,173025,
370212,2897555,
370231,777991,
370290,3025023,
370332,2345392,
370340,874301,
370346,754110,
370354,3298862,
370367,2803869,
370371,3037677,
370381,2709946,
370392,1160017,
370399,2322987,
370448,690910,
370517,751263,
370594,2061765,
370620,365144,
370628,2906191,
370644,1283994,
370694,551180,
370706,3173017,
370722,1058143,
370766,326926,
370803,1343766,
370818,1753693,
370829,1590951,
370843,830551,
370852,1350681,
370885,785921,
370891,184772,
370951,2113105,
371031,1933495,
371037,188023,
371154,3150923,
371202,2339325,
371273,1058163,
371280,911213,
371335,2648200,
371341,1855093,
371390,3154923,
371442,2254076,
371448,1881671,
371518,2052343,
371535,1456445,
371540,3335808,
371544,1315565,
371560,2840798,
371617,1188408,
371631,3484,
371653,3393337,
371663,2178409,
371703,3136028,
371729,928110,
371751,1881193,
371776,3302145,
371800,3020342,
371805,367452,
371853,620751,
371890,1542326,
371980,1294297,
372055,2347534,
372080,2361036,
372114,2349734,
372138,2407440,
372240,1896849,
372244,1822108,
372248,3226428,
372303,580822,
372312,2774075,
372316,560337,
372365,2099648,
372412,1174306,
372490,736936,
372590,114750,
372594,72234,
372613,2723836,
372618,3036891,
372624,492438,
372734,694261,
372740,2582849,
372767,1267465,
372818,226467,
372898,1364274,
372906,304025,
372944,1156448,
373032,1183178,
373047,1031836,
373186,531608,
373276,1485790,
373281,1535878,
373330,2841249,
373385,683001,
373434,1590507,
373454,3184899,
373476,1947548,
373496,1014346,
373502,1449267,
373526,477862,
373675,3356266,
373681,2306501,
373729,1568800,
373763,2491906,
373768,2684065,
373784,1296226,
373855,1036271,
373913,2591137,
373929,1535432,
373951,2394784,
373974,2340952,
373980,1664490,
374102,1566813,
374125,1424268,
374183,560993,
374188,886141,
374257,868130,
374341,2163997,
374359,597681,
374368,15493,
374417,2266075,
374486,2206252,
374574,955881,
374580,1134233,
374596,2878875,
374778,2466763,
374786,950395,
374862,2153944,
374933,1727790,
374945,784025,
374979,2905708,
374988,1606036,
375057,762028,
375085,1301081,
375127,3319223,
375132,2686701,
375167,1263922,
375248,3042513,
375279,258321,
375290,284768,
375294,2779155,
375407,3199971,
375502,501510,
375578,410887,
375596,2363789,
375732,1292371,
375776,1573723,
375780,1967520,
375797,179960,
375863,100408,
375875,1070608,
375879,815115,
375912,3196446,
375955,288849,
375974,486806,
375991,2460327,
376022,1378719,
376032,1984447,
376062,1401212,
376073,1967227,
376077,1091899,
376133,2016599,
376266,1696166,
376315,3207020,
376328,930462,
376399,627330,
376407,383264,
376411,548516,
376458,2577294,
376468,181541,
376494,997959,
376502,1733408,
376520,3420857,
376533,2301723,
376539,3229143,
376564,1957802,
376586,790263,
376595,2032448,
376614,2958598,
376665,2412459,
376679,306798,
376809,900406,
376821,285218,
376862,840926,
376905,2794475,
